PIN,MAPBLOCKLO,PROPERTYHO,PROPERTY_1,PROPERTYZI,FAIRMARKET,FAIRMARK_1,TAXDESC,OWNERDESC,STATEDESC,USEDESC,LOTAREA
0064R00024000000,64-R-24,353,SHADOWLAWN AVE,15216,63900,51100,Taxable,Regular,Residential,SINGLE FAMILY,13200
0064R00060000000,64-R-60,358,SHADOWLAWN AVE,15216,65200,58400,Taxable,Regular,Residential,SINGLE FAMILY,18459
0064R00020000000,64-R-20,343,SHADOWLAWN AVE,15216,106700,48000,Taxable,Regular,Residential,SINGLE FAMILY,11021
0064R00026000000,64-R-26,357,SHADOWLAWN AVE,15216,125000,34000,Taxable,Regular,Residential,SINGLE FAMILY,13517
0064R00068000000,64-R-68,350,SHADOWLAWN AVE,15216,0,2500,Taxable,Regular,Residential,VACANT LAND,5384
0064S00068000000,64-S-68,290,SHADOWLAWN AVE,15216,195700,44400,Taxable,Regular,Residential,SINGLE FAMILY,8400
0064S00098000000,64-S-98,642,RACINE AVE,15216,282400,45800,Taxable,Regular,Residential,SINGLE FAMILY,9395
0064S00050000000,64-S-50,727,N MEADOWCROFT AVE,15216,169200,42000,Taxable,Regular,Residential,SINGLE FAMILY,9183
0064S00078000000,64-S-78,314,SHADOWLAWN AVE,15216,258600,52000,Taxable,Regular,Residential,SINGLE FAMILY,13075
0064R00064000000,64-R-64,354,SHADOWLAWN AVE,15216,146000,56900,Taxable,Regular,Residential,SINGLE FAMILY,17384
0064R00092000000,64-R-92,339,OAK FOREST DR,15216,147800,51600,Taxable,Regular,Residential,SINGLE FAMILY,13572
0064R00098000000,64-R-98,343,OAK FOREST DR,15216,189800,89700,Taxable,Regular,Residential,SINGLE FAMILY,34444
0064S00028000000,64-S-28,307,OAK FOREST DR,15216,195600,56600,Taxable,Regular,Residential,SINGLE FAMILY,17148
0064R00072000000,64-R-72,346,SHADOWLAWN AVE,15216,180000,50000,Taxable,Regular,Residential,SINGLE FAMILY,29112
0064R00100000000,64-R-100,340,OAK FOREST DR,15216,198100,54300,Taxable,Regular,Residential,SINGLE FAMILY,15544
0064S00010000000,64-S-10,314,OAK FOREST DR,15216,121300,43200,Taxable,Regular,Residential,SINGLE FAMILY,7155
0064R00016000000,64-R-16,333,SHADOWLAWN AVE,15216,119500,44100,Taxable,Regular,Residential,SINGLE FAMILY,8177
0064R00082000000,64-R-82,336,SHADOWLAWN AVE,15216,142300,46400,Taxable,Regular,Residential,SINGLE FAMILY,9864
0064S00081000000,64-S-81,318,SHADOWLAWN AVE,15216,133100,29900,Taxable,Regular,Residential,SINGLE FAMILY,11215
0064S00120000000,64-S-120,286,DIXON AVE,15216,86500,44400,Taxable,Regular,Residential,SINGLE FAMILY,8394
0064P00198000000,64-P-198,825,RIDGEFIELD AVE,15216,250000,58000,Taxable,Regular,Residential,SINGLE FAMILY,14213
0064S00016000000,64-S-16,323,OAK FOREST DR,15216,212400,55300,Taxable,Regular,Residential,SINGLE FAMILY,16247
0064S00038000000,64-S-38,747,N MEADOWCROFT AVE,15216,181300,69600,Taxable,Regular,Residential,SINGLE FAMILY,21486
0064R00008000000,64-R-8,653,RACINE AVE,15216,209900,53100,Taxable,Regular,Residential,SINGLE FAMILY,14688
0064R00014000000,64-R-14,329,SHADOWLAWN AVE,15216,115100,43900,Taxable,Regular,Residential,SINGLE FAMILY,8085
0064R00078000000,64-R-78,342,SHADOWLAWN AVE,15216,179300,44400,Taxable,Regular,Residential,SINGLE FAMILY,8454
0064R00090000000,64-R-90,333,OAK FOREST DR,15216,214400,74400,Taxable,Regular,Residential,SINGLE FAMILY,29929
0064R00102000000,64-R-102,332,OAK FOREST DR,15216,186800,55000,Taxable,Regular,Residential,SINGLE FAMILY,19800
0064S00012000000,64-S-12,320,OAK FOREST DR,15216,230000,100000,Taxable,Regular,Residential,SINGLE FAMILY,15636
0064R00080000000,64-R-80,340,SHADOWLAWN AVE,15216,142900,45800,Taxable,Regular,Residential,SINGLE FAMILY,9454
0064S00024000000,64-S-24,313,OAK FOREST DR,15216,135000,55300,Taxable,Regular,Residential,SINGLE FAMILY,16211
0064R00022000000,64-R-22,349,SHADOWLAWN AVE,15216,140000,40000,Taxable,Regular,Residential,SINGLE FAMILY,13200
0064R00076000000,64-R-76,344,SHADOWLAWN AVE,15216,80900,44600,Taxable,Corporation,Residential,SINGLE FAMILY,8538
0064S00008000000,64-S-8,310,OAK FOREST DR,15216,168500,50200,Taxable,Regular,Residential,SINGLE FAMILY,9003
0064S00030000000,64-S-30,0,OAK FOREST DR,15216,0,51000,Taxable,Regular,Residential,VACANT LAND,9075
0064R00012000000,64-R-12,0,SHADOWLAWN AVE,15216,0,3500,Taxable,Regular,Residential,VACANT LAND,2269
0064R00066000000,64-R-66,350,SHADOWLAWN AVE,15216,141500,49400,Taxable,Regular,Residential,SINGLE FAMILY,12000
0064S00020000000,64-S-20,319,OAK FOREST DR,15216,134500,57000,Taxable,Regular,Residential,SINGLE FAMILY,17451
0064S00042000000,64-S-42,741,N MEADOWCROFT AVE,15216,110000,60000,Taxable,Regular,Residential,SINGLE FAMILY,15033
0064S00116000000,64-S-116,272,DIXON AVE,15216,88600,43500,Taxable,Regular,Residential,SINGLE FAMILY,7752
0064S00118000000,64-S-118,280,DIXON AVE,15216,141300,42800,Taxable,Regular,Residential,SINGLE FAMILY,6510
0064R00084000000,64-R-84,330,SHADOWLAWN AVE,15216,149700,46600,Taxable,Regular,Residential,SINGLE FAMILY,9963
0064S00006000000,64-S-6,300,OAK FOREST DR,15216,199000,61000,Taxable,Regular,Residential,SINGLE FAMILY,20304
0064S00094000000,64-S-94,632,RACINE AVE,15216,220000,49900,Taxable,Regular,Residential,SINGLE FAMILY,8663
0064S00108000000,64-S-108,295,SHADOWLAWN AVE,15216,214300,52000,Taxable,Regular,Residential,SINGLE FAMILY,9807
0064S00112000000,64-S-112,629,N MEADOWCROFT AVE,15216,145000,35000,Taxable,Regular,Residential,SINGLE FAMILY,7597
0064S00262000000,64-S-262,746,N MEADOWCROFT AVE,15216,157300,47100,Taxable,Regular,Residential,SINGLE FAMILY,12305
0064S00220000000,64-S-220,635,RIDGEFIELD AVE,15216,166800,43200,Taxable,Regular,Residential,SINGLE FAMILY,7200
0064S00240000000,64-S-240,254,KENFOREST DR,15216,197500,48100,Taxable,Regular,Residential,SINGLE FAMILY,11061
0064S00243000000,64-S-243,260,KENFOREST DR,15216,295600,47600,Taxable,Regular,Residential,SINGLE FAMILY,10733
0064S00238000000,64-S-238,250,KENFOREST DR,15216,156600,59300,Taxable,Regular,Residential,SINGLE FAMILY,19133
0064S00232000000,64-S-232,649,RIDGEFIELD AVE,15216,189900,49900,Taxable,Regular,Residential,SINGLE FAMILY,12394
0064S00252000000,64-S-252,0,N MEADOWCROFT AVE,15216,0,200,Taxable,Regular,Residential,VACANT LAND,100
0064S00245000000,64-S-245,266,KENFOREST DR,15216,240000,45600,Taxable,Regular,Residential,SINGLE FAMILY,9300
0064S00230000000,64-S-230,709,RIDGEFIELD AVE,15216,490200,49800,Taxable,Regular,Residential,SINGLE FAMILY,12325
0064S00251000000,64-S-251,278,KENFOREST DR,15216,250500,57100,Taxable,Regular,Residential,SINGLE FAMILY,13412
0064S00260000000,64-S-260,740,N MEADOWCROFT AVE,15216,260000,50000,Taxable,Regular,Residential,SINGLE FAMILY,15059
0064S00132000000,64-S-132,244,NEWBURN DR,15216,137400,45800,Taxable,Regular,Residential,SINGLE FAMILY,10060
0064S00234000000,64-S-234,246,KENFOREST DR,15216,171400,49000,Taxable,Regular,Residential,SINGLE FAMILY,11745
0064S00248000000,64-S-248,268,KENFOREST DR,15216,300700,48900,Taxable,Regular,Residential,SINGLE FAMILY,11625
0064S00128000000,64-S-128,238,NEWBURN DR,15216,149200,44800,Taxable,Regular,Residential,SINGLE FAMILY,8712
0064S00142000000,64-S-142,614,N MEADOWCROFT AVE,15216,88300,47300,Taxable,Regular,Residential,SINGLE FAMILY,10500
0064S00130000000,64-S-130,240,NEWBURN DR,15216,115200,45200,Taxable,Regular,Residential,SINGLE FAMILY,9023
0064S00140000000,64-S-140,610,N MEADOWCROFT AVE,15216,152800,47300,Taxable,Regular,Residential,SINGLE FAMILY,10500
0064S00168000000,64-S-168,241,SHADOWLAWN AVE,15216,123000,42600,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00174000000,64-S-174,240,SHADOWLAWN AVE,15216,116100,42700,Taxable,Regular,Residential,SINGLE FAMILY,6349
0064S00191000000,64-S-191,270,SHADOWLAWN AVE,15216,112800,45200,Taxable,Regular,Residential,SINGLE FAMILY,9000
0064S00144000000,64-S-144,620,N MEADOWCROFT AVE,15216,71400,42600,Taxable,Regular,Residential,SINGLE FAMILY,5999
0064S00152000000,64-S-152,275,SHADOWLAWN AVE,15216,167800,47300,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00160000000,64-S-160,257,SHADOWLAWN AVE,15216,112400,47300,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00182000000,64-S-182,256,SHADOWLAWN AVE,15216,115200,42600,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00136000000,64-S-136,252,NEWBURN DR,15216,109600,49500,Taxable,Regular,Residential,SINGLE FAMILY,12082
0064S00146000000,64-S-146,624,N MEADOWCROFT AVE,15216,97500,38000,Taxable,Regular,Residential,SINGLE FAMILY,6334
0064S00162000000,64-S-162,253,SHADOWLAWN AVE,15216,113000,47300,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00158000000,64-S-158,261,SHADOWLAWN AVE,15216,164800,47500,Taxable,Regular,Residential,SINGLE FAMILY,6432
0064S00156000000,64-S-156,265,SHADOWLAWN AVE,15216,119700,44000,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00186000000,64-S-186,264,SHADOWLAWN AVE,15216,161300,42600,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00202000000,64-S-202,271,KENFOREST DR,15216,160400,47600,Taxable,Regular,Residential,SINGLE FAMILY,10710
0064S00170000000,64-S-170,237,SHADOWLAWN AVE,15216,105500,47600,Taxable,Regular,Residential,SINGLE FAMILY,6466
0064S00164000000,64-S-164,251,SHADOWLAWN AVE,15216,129500,47300,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00188000000,64-S-188,266,SHADOWLAWN AVE,15216,152400,42600,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00206000000,64-S-206,263,KENFOREST DR,15216,110200,46600,Taxable,Regular,Residential,SINGLE FAMILY,10020
0064S00200000000,64-S-200,720,N MEADOWCROFT AVE,15216,92800,48700,Taxable,Regular,Residential,SINGLE FAMILY,11487
0064S00150000000,64-S-150,630,N MEADOWCROFT AVE,15216,138800,42900,Taxable,Regular,Residential,SINGLE FAMILY,6550
0064S00178000000,64-S-178,246,SHADOWLAWN AVE,15216,121900,42600,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00180000000,64-S-180,250,SHADOWLAWN AVE,15216,151700,47300,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00218000000,64-S-218,641,RIDGEFIELD AVE,15216,238300,43500,Taxable,Regular,Residential,SINGLE FAMILY,7799
0064S00214000000,64-S-214,243,KENFOREST DR,15216,170200,45300,Taxable,Regular,Residential,SINGLE FAMILY,9052
0064S00134000001,64-S-134-0-1,250,NEWBURN DR,15216,135900,48100,Taxable,Regular,Residential,SINGLE FAMILY,11081
0064S00166000000,64-S-166,247,SHADOWLAWN AVE,15216,144000,42600,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00196000000,64-S-196,640,N MEADOWCROFT AVE,15216,111200,44600,Taxable,Regular,Residential,SINGLE FAMILY,8586
0064S00208000000,64-S-208,257,KENFOREST DR,15216,208800,49200,Taxable,Regular,Residential,SINGLE FAMILY,11857
0064S00210000000,64-S-210,253,KENFOREST DR,15216,205900,49200,Taxable,Regular,Residential,SINGLE FAMILY,11857
0064S00154000000,64-S-154,269,SHADOWLAWN AVE,15216,128500,47300,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00198000000,64-S-198,640,N MEADOWCROFT AVE,15216,0,6800,Taxable,Regular,Residential,VACANT LAND,4400
0064S00204000000,64-S-204,269,KENFOREST DR,15216,167800,47300,Taxable,Regular,Residential,SINGLE FAMILY,10482
0064S00212000000,64-S-212,247,KENFOREST DR,15216,165800,45400,Taxable,Regular,Residential,SINGLE FAMILY,9112
0064S00176000000,64-S-176,244,SHADOWLAWN AVE,15216,113700,42600,Taxable,Regular,Residential,SINGLE FAMILY,6000
0064S00184000000,64-S-184,260,SHADOWLAWN AVE,15216,143700,42600,Taxable,Corporation,Residential,SINGLE FAMILY,6000
0140A00042000000,140-A-42,229,SLEEPY HOLLOW RD,15216,98300,36500,Taxable,Regular,Residential,SINGLE FAMILY,7816
0140A00038000000,140-A-38,237,SLEEPY HOLLOW RD,15216,86700,30700,Taxable,Regular,Residential,SINGLE FAMILY,6759
0140A00046000000,140-A-46,221,SLEEPY HOLLOW RD,15216,101100,39000,Taxable,Regular,Residential,SINGLE FAMILY,7945
0140A00050000000,140-A-50,213,SLEEPY HOLLOW RD,15216,94900,32900,Taxable,Regular,Residential,SINGLE FAMILY,7944
0140A00040000000,140-A-40,233,SLEEPY HOLLOW RD,15216,121600,30800,Taxable,Regular,Residential,SINGLE FAMILY,6996
0140A00068000000,140-A-68,165,SLEEPY HOLLOW RD,15216,134800,33700,Taxable,Regular,Residential,SINGLE FAMILY,6754
0140A00064000000,140-A-64,173,SLEEPY HOLLOW RD,15216,81300,36200,Taxable,Regular,Residential,SINGLE FAMILY,6949
0140A00088000000,140-A-88,208,VALLEY PARK DR,15216,130700,36700,Taxable,Regular,Residential,SINGLE FAMILY,8296
0140A00044000000,140-A-44,225,SLEEPY HOLLOW RD,15216,108700,31100,Taxable,Regular,Residential,SINGLE FAMILY,7945
0140A00066000000,140-A-66,169,SLEEPY HOLLOW RD,15216,101900,36100,Taxable,Regular,Residential,SINGLE FAMILY,6911
0140A00094000000,140-A-94,220,VALLEY PARK DR,15216,140400,30600,Taxable,Regular,Residential,SINGLE FAMILY,6433
0140A00103000000,140-A-103,236,VALLEY PARK DR,15216,179000,31000,Taxable,Regular,Residential,SINGLE FAMILY,7680
0140A00109000000,140-A-109,248,VALLEY PARK DR,15216,225900,52700,Taxable,Regular,Residential,SINGLE FAMILY,28635
0140A00090000000,140-A-90,212,VALLEY PARK DR,15216,86500,36700,Taxable,Regular,Residential,SINGLE FAMILY,8296
0140A00115000000,140-A-115,245,VALLEY PARK DR,15216,194200,33200,Taxable,Regular,Residential,SINGLE FAMILY,11513
0140A00062000000,140-A-62,177,SLEEPY HOLLOW RD,15216,117000,32000,Taxable,Regular,Residential,SINGLE FAMILY,7638
0140A00092000000,140-A-92,216,VALLEY PARK DR,15216,139200,32800,Taxable,Regular,Residential,SINGLE FAMILY,7635
0140A00105000000,140-A-105,240,VALLEY PARK DR,15216,190900,31000,Taxable,Regular,Residential,SINGLE FAMILY,7642
0140A00056000000,140-A-56,196,VALLEY PARK DR,15216,139900,39200,Taxable,Regular,Residential,SINGLE FAMILY,11694
0140A00072000000,140-A-72,201,VALLEY PARK DR,15216,126400,37100,Taxable,Corporation,Residential,SINGLE FAMILY,9056
0140A00074000000,140-A-74,205,VALLEY PARK DR,15216,161800,38200,Taxable,Regular,Residential,SINGLE FAMILY,10440
0140A00111000000,140-A-111,253,VALLEY PARK DR,15216,197000,31400,Taxable,Regular,Residential,SINGLE FAMILY,8804
0140A00048000000,140-A-48,217,SLEEPY HOLLOW RD,15216,92000,30000,Taxable,Regular,Residential,SINGLE FAMILY,7945
0140A00054000000,140-A-54,205,SLEEPY HOLLOW RD,15216,105900,33000,Taxable,Regular,Residential,SINGLE FAMILY,8177
0140A00084000000,140-A-84,200,VALLEY PARK DR,15216,97400,37600,Taxable,Regular,Residential,SINGLE FAMILY,9737
0140A00119000000,140-A-119,232,VALLEY PARK DR,15216,179900,31000,Taxable,Regular,Residential,SINGLE FAMILY,7680
0140A00080000000,140-A-80,217,VALLEY PARK DR,15216,170800,44800,Taxable,Regular,Residential,SINGLE FAMILY,18761
0140A00086000000,140-A-86,204,VALLEY PARK DR,15216,108300,36700,Taxable,Regular,Residential,SINGLE FAMILY,8296
0140A00076000000,140-A-76,209,VALLEY PARK DR,15216,162600,39300,Taxable,Regular,Residential,SINGLE FAMILY,11825
0140A00113000000,140-A-113,249,VALLEY PARK DR,15216,196300,31000,Taxable,Regular,Residential,SINGLE FAMILY,7642
0140A00118000000,140-A-118,237,VALLEY PARK DR,15216,204900,33900,Taxable,Regular,Residential,SINGLE FAMILY,9758
0140A00099000000,140-A-99,228,VALLEY PARK DR,15216,178000,31000,Taxable,Regular,Residential,SINGLE FAMILY,7680
0140A00117000000,140-A-117,241,VALLEY PARK DR,15216,108500,34000,Taxable,Regular,Residential,SINGLE FAMILY,9937
0140A00078000000,140-A-78,213,VALLEY PARK DR,15216,146000,40100,Taxable,Regular,Residential,SINGLE FAMILY,12911
0140A00121000000,140-A-121,233,VALLEY PARK DR,15216,129700,36800,Taxable,Regular,Residential,SINGLE FAMILY,8580
0140A00052000000,140-A-52,209,SLEEPY HOLLOW RD,15216,140700,31000,Taxable,Regular,Residential,SINGLE FAMILY,7862
0140A00082000000,140-A-82,221,VALLEY PARK DR,15216,141900,46900,Taxable,Regular,Residential,SINGLE FAMILY,21399
0140A00097000000,140-A-97,224,VALLEY PARK DR,15216,189700,31100,Taxable,Regular,Residential,SINGLE FAMILY,7921
0140A00107000000,140-A-107,244,VALLEY PARK DR,15216,189400,36900,Taxable,Regular,Residential,SINGLE FAMILY,8800
0140A00123000000,140-A-123,229,VALLEY PARK DR,15216,147600,36600,Taxable,Regular,Residential,SINGLE FAMILY,8028
0140A00006000000,140-A-6,162,SLEEPY HOLLOW RD,15216,95700,36600,Taxable,Regular,Residential,SINGLE FAMILY,8107
0140A00022000000,140-A-22,212,SLEEPY HOLLOW RD,15216,145700,36200,Taxable,Regular,Residential,SINGLE FAMILY,7150
0140A00010000000,140-A-10,170,SLEEPY HOLLOW RD,15216,67000,25000,Taxable,Regular,Residential,SINGLE FAMILY,8322
0140A00008000000,140-A-8,166,SLEEPY HOLLOW RD,15216,107100,36300,Taxable,Regular,Residential,SINGLE FAMILY,7255
0140A00030000000,140-A-30,228,SLEEPY HOLLOW RD,15216,97500,36400,Taxable,Regular,Residential,SINGLE FAMILY,7584
0140A00036000000,140-A-36,241,SLEEPY HOLLOW RD,15216,94200,30600,Taxable,Regular,Residential,SINGLE FAMILY,6612
0140A00018000000,140-A-18,204,SLEEPY HOLLOW RD,15216,114500,36200,Taxable,Corporation,Residential,SINGLE FAMILY,7150
0140A00024000000,140-A-24,216,SLEEPY HOLLOW RD,15216,93900,36200,Taxable,Regular,Residential,SINGLE FAMILY,7150
0140A00026000000,140-A-26,220,SLEEPY HOLLOW RD,15216,112400,32600,Taxable,Regular,Residential,SINGLE FAMILY,7150
0140A00004000000,140-A-4,158,SLEEPY HOLLOW RD,15216,114100,37100,Taxable,Regular,Residential,SINGLE FAMILY,9101
0140A00020000000,140-A-20,208,SLEEPY HOLLOW RD,15216,86100,36200,Taxable,Regular,Residential,SINGLE FAMILY,7150
0140A00028000000,140-A-28,224,SLEEPY HOLLOW RD,15216,116200,36400,Taxable,Regular,Residential,SINGLE FAMILY,7439
0140A00226000000,140-A-226,676,FRUITHURST DR,15228,95000,30800,Taxable,Regular,Residential,SINGLE FAMILY,7240
0140B00020000000,140-B-20,919,MCNEILLY RD,15226,131900,25000,Taxable,Regular,Residential,SINGLE FAMILY,57281
0140B00040000000,140-B-40,927,MCNEILLY RD,15226,95000,20000,Taxable,Regular,Residential,SINGLE FAMILY,59547
0140A00240000000,140-A-240,736,BRAFFERTON DR,15228,133900,31100,Taxable,Regular,Residential,SINGLE FAMILY,7920
0140B00062000000,140-B-62,957,MCNEILLY RD,15226,67600,29300,Taxable,Regular,Residential,SINGLE FAMILY,10299
0140B00092000000,140-B-92,973,MCCORMICKS LN,15226,96900,34700,Taxable,Regular,Residential,SINGLE FAMILY,10974
0140A00218000000,140-A-218,684,FRUITHURST DR,15228,144800,31000,Taxable,Regular,Residential,SINGLE FAMILY,7712
0140A00234000000,140-A-234,668,FRUITHURST DR,15228,122400,35400,Taxable,Regular,Residential,SINGLE FAMILY,14820
0140A00224000000,140-A-224,678,FRUITHURST DR,15228,96900,36500,Taxable,Regular,Residential,SINGLE FAMILY,7680
0140A00244000000,140-A-244,728,BRAFFERTON DR,15228,140600,31100,Taxable,Regular,Residential,SINGLE FAMILY,8160
0140A00246000000,140-A-246,724,BRAFFERTON DR,15228,184500,30800,Taxable,Regular,Residential,SINGLE FAMILY,10921
0140A00248000000,140-A-248,720,BRAFFERTON DR,15228,152500,33000,Taxable,Regular,Residential,SINGLE FAMILY,8160
0140B00010000000,140-B-10,920,MCNEILLY RD,15226,46300,25500,Taxable,Regular,Residential,SINGLE FAMILY,5183
0140A00214000000,140-A-214,683,FRUITHURST DR,15228,93000,36800,Taxable,Regular,Residential,SINGLE FAMILY,8580
0140A00222000000,140-A-222,680,FRUITHURST DR,15228,136500,31000,Taxable,Regular,Residential,SINGLE FAMILY,7712
0140A00228000000,140-A-228,674,FRUITHURST DR,15228,109300,32300,Taxable,Regular,Residential,SINGLE FAMILY,10223
0140A00230000000,140-A-230,672,FRUITHURST DR,15228,94500,35400,Taxable,Regular,Residential,SINGLE FAMILY,14760
0140A00242000000,140-A-242,732,BRAFFERTON DR,15228,155400,30800,Taxable,Regular,Residential,SINGLE FAMILY,7200
0140B00006000000,140-B-6,928,ELWYN RD,15243,15200,27800,Taxable,Regular,Residential,SINGLE FAMILY,6893
0140A00221000000,140-A-221,682,FRUITHURST DR,15228,90500,32800,Taxable,Regular,Residential,SINGLE FAMILY,7712
0140B00096000000,140-B-96,969,MCCORMICKS LN,15228,187500,36500,Taxable,Regular,Residential,SINGLE FAMILY,16464
0140B00008000000,140-B-8,924,MCNEILLY RD,15226,42800,27900,Exempt,Regular,Residential,SINGLE FAMILY,7165
0140B00030000000,140-B-30,923,MCNEILLY RD,15226,99800,49700,Taxable,Regular,Residential,SINGLE FAMILY,58022
0140B00050000000,140-B-50,931,MCNEILLY RD,15226,137600,53400,Taxable,Regular,Residential,SINGLE FAMILY,71308
0140B00080000000,140-B-80,963,MCCORMICKS LN,15226,13100,34900,Taxable,Regular,Residential,SINGLE FAMILY,17325
0140C00210000000,140-C-210,300,PEARCE RD,15234,43100,62900,Taxable,Regular,Residential,SINGLE FAMILY,41393
0140C00198000000,140-C-198,801,MCNEILLY RD,15226,291300,266900,Taxable,Corporation,Commercial,OFFICE-WALKUP -3 + STORIES,47769
0140A00016000000,140-A-16,200,SLEEPY HOLLOW RD,15216,92700,46300,Taxable,Regular,Residential,SINGLE FAMILY,20549
0140A00032000000,140-A-32,232,SLEEPY HOLLOW RD,15216,105700,36300,Taxable,Regular,Residential,SINGLE FAMILY,7369
0140C00212000000,140-C-212,394,DEWALT DR,15234,72000,43000,Taxable,Regular,Residential,SINGLE FAMILY,16339
0140A00249000000,140-A-249,0,BRAFFERTON DR,15228,0,3300,Taxable,Regular,Residential,VACANT LAND,4080
0140A00125000000,140-A-125,225,VALLEY PARK DR,15216,240400,36300,Taxable,Regular,Residential,SINGLE FAMILY,7217
0140B00206000000,140-B-206,793,BRAFFERTON DR,15228,182000,28000,Taxable,Regular,Residential,SINGLE FAMILY,7560
0140B00100000000,140-B-100,95,MCCORMICKS LN,15228,0,338600,Exempt,Corporation,Government,TOWNSHIP GOVERNMENT,348916
0140B00348000000,140-B-348,685,FRUITHURST DR,15228,117400,36900,Taxable,Regular,Residential,SINGLE FAMILY,8775
0140A00167000000,140-A-167,737,BRAFFERTON DR,15228,139900,42000,Taxable,Regular,Residential,SINGLE FAMILY,15272
0140C00072000000,140-C-72,878,MCNEILLY RD,15226,53000,29500,Taxable,Regular,Residential,SINGLE FAMILY,7708
0140C00104000000,140-C-104,900,ELWYN RD,15243,79300,38700,Taxable,Regular,Residential,SINGLE FAMILY,22492
0140C00120000000,140-C-120,916,MCNEILLY RD,15226,66800,30600,Taxable,Regular,Residential,SINGLE FAMILY,9987
0140A00169000000,140-A-169,741,BRAFFERTON DR,15228,78650,41900,Taxable,Regular,Residential,SINGLE FAMILY,15092
0140A00157000000,140-A-157,717,BRAFFERTON DR,15228,113700,37400,Taxable,Regular,Residential,SINGLE FAMILY,9452
0140A00173000000,140-A-173,749,BRAFFERTON DR,15228,141600,23400,Taxable,Regular,Residential,SINGLE FAMILY,7770
0140A00179000000,140-A-179,765,BRAFFERTON DR,15228,103300,36400,Taxable,Regular,Residential,SINGLE FAMILY,7560
0140A00181000000,140-A-181,769,BRAFFERTON DR,15228,118900,36400,Taxable,Regular,Residential,SINGLE FAMILY,7560
0140A00171000000,140-A-171,745,BRAFFERTON DR,15228,150800,37600,Taxable,Regular,Residential,SINGLE FAMILY,9726
0140A00185000000,140-A-185,777,BRAFFERTON DR,15228,122300,36400,Taxable,Regular,Residential,SINGLE FAMILY,7560
0140A00159000000,140-A-159,721,BRAFFERTON DR,15228,108600,33000,Taxable,Regular,Residential,SINGLE FAMILY,8340
0140B00208000000,140-B-208,788,BRAFFERTON DR,15228,127400,30400,Taxable,Regular,Residential,SINGLE FAMILY,6100
0140C00074000000,140-C-74,882,MCNEILLY RD,15226,63200,29600,Taxable,Regular,Residential,SINGLE FAMILY,7811
0140A00163000000,140-A-163,729,BRAFFERTON DR,15228,115100,38200,Taxable,Regular,Residential,SINGLE FAMILY,10513
0140A00196000000,140-A-196,772,BRAFFERTON DR,15228,94100,31000,Taxable,Regular,Residential,SINGLE FAMILY,7820
0140A00205000000,140-A-205,675,FRUITHURST DR,15228,141700,36200,Taxable,Regular,Residential,SINGLE FAMILY,6961
0140A00145000000,140-A-145,0,VALLEY PARK DR,15216,0,200,Taxable,Regular,Residential,VACANT LAND,1858
0140A00165000000,140-A-165,733,BRAFFERTON DR,15228,141700,37800,Taxable,Regular,Residential,SINGLE FAMILY,9940
0140A00208000000,140-A-208,677,FRUITHURST DR,15228,114500,36100,Taxable,Regular,Residential,SINGLE FAMILY,6691
0140A00183000000,140-A-183,773,BRAFFERTON DR,15228,107500,30900,Taxable,Regular,Residential,SINGLE FAMILY,7560
0140A00161000000,140-A-161,725,BRAFFERTON DR,15228,165900,37400,Taxable,Regular,Residential,SINGLE FAMILY,9452
0140A00191000000,140-A-191,784,BRAFFERTON DR,15228,106100,32900,Taxable,Regular,Residential,SINGLE FAMILY,8052
0140A00192000000,140-A-192,780,BRAFFERTON DR,15228,91500,30800,Taxable,Regular,Residential,SINGLE FAMILY,7260
0140A00186000000,140-A-186,781,BRAFFERTON DR,15228,129500,36400,Taxable,Regular,Residential,SINGLE FAMILY,7560
0140A00188000000,140-A-188,785,BRAFFERTON DR,15228,129000,36400,Taxable,Regular,Residential,SINGLE FAMILY,7560
0140A00194000000,140-A-194,776,BRAFFERTON DR,15228,99000,30800,Taxable,Regular,Residential,SINGLE FAMILY,7062
0140A00198000000,140-A-198,673,FRUITHURST DR,15228,95300,50300,Taxable,Regular,Residential,SINGLE FAMILY,25670
0140A00212000000,140-A-212,681,FRUITHURST DR,15228,101000,36600,Taxable,Regular,Residential,SINGLE FAMILY,7965
0140A00175000000,140-A-175,757,BRAFFERTON DR,15228,127900,35600,Taxable,Regular,Residential,SINGLE FAMILY,7486
0140C00100000000,140-C-100,890,MCNEILLY RD,15226,86500,87800,Exempt,Corporation,Residential,SINGLE FAMILY,284708
0140B00060000000,140-B-60,935,MCNEILLY RD,15226,107000,25000,Taxable,Regular,Residential,SINGLE FAMILY,62509
