PIN,MAPBLOCKLO,PROPERTYHO,PROPERTY_1,PROPERTYZI,FAIRMARKET,FAIRMARK_1,TAXDESC,OWNERDESC,STATEDESC,USEDESC,LOTAREA
0252G00205000000,252-G-205,215,WOODHAVEN DR,15228,99300,59000,Taxable,Regular,Residential,SINGLE FAMILY,7497
0141R00338000000,141-R-338,272,LEMOYNE AVE,15228,79100,35700,Taxable,Regular,Residential,SINGLE FAMILY,5774
0141R00358000000,141-R-358,106,POPLAR DR,15228,62900,31100,Taxable,Regular,Residential,SINGLE FAMILY,2970
0141S00021000000,141-S-21,353,BIRCH AVE,15228,114600,30400,Taxable,Regular,Residential,SINGLE FAMILY,6000
0141S00066000000,141-S-66,324,QUESTEND AVE,15228,69700,35300,Taxable,Regular,Residential,SINGLE FAMILY,4800
0252G00154000000,252-G-154,250,WOODHAVEN DR,15228,153600,73300,Taxable,Regular,Residential,SINGLE FAMILY,11902
0252G00170000000,252-G-170,0,WOODHAVEN DR,15228,0,3500,Taxable,Regular,Residential,VACANT LAND,2578
0252G00184000000,252-G-184,202,WOODHAVEN DR,15228,140000,70000,Taxable,Regular,Residential,SINGLE FAMILY,9127
0252G00216000000,252-G-216,245,WOODHAVEN DR,15228,88000,58500,Taxable,Regular,Residential,SINGLE FAMILY,6655
0252G00228000000,252-G-228,204,LONGUEVUE DR,15228,175100,69900,Taxable,Regular,Residential,SINGLE FAMILY,8246
0252G00232000000,252-G-232,196,LONGUEVUE DR,15228,193400,70600,Taxable,Regular,Residential,SINGLE FAMILY,9260
0252G00199000000,252-G-199,201,WOODHAVEN DR,15228,119600,60400,Taxable,Regular,Residential,SINGLE FAMILY,9828
0252G00207000000,252-G-207,221,WOODHAVEN DR,15228,116900,58900,Taxable,Regular,Residential,SINGLE FAMILY,7425
0252G00236000000,252-G-236,184,LONGUEVUE DR,15228,141200,70100,Taxable,Regular,Residential,SINGLE FAMILY,8523
0252G00234000000,252-G-234,186,LONGUEVUE DR,15228,110000,45000,Taxable,Regular,Residential,SINGLE FAMILY,8494
0252G00254000000,252-G-254,197,LONGUEVUE DR,15228,229300,70700,Taxable,Regular,Residential,SINGLE FAMILY,9435
0252H00006000000,252-H-6,154,LONGUEVUE DR,15228,157700,71500,Taxable,Regular,Residential,SINGLE FAMILY,10523
0252G00151000000,252-G-151,256,WOODHAVEN DR,15228,97100,78500,Taxable,Regular,Residential,SINGLE FAMILY,15722
0252G00181000000,252-G-181,210,WOODHAVEN DR,15228,186200,71200,Taxable,Regular,Residential,SINGLE FAMILY,10118
0252G00209000000,252-G-209,231,WOODHAVEN DR,15228,129000,58900,Taxable,Regular,Residential,SINGLE FAMILY,7326
0252G00187000000,252-G-187,198,WOODHAVEN DR,15228,99000,25000,Taxable,Corporation,Residential,SINGLE FAMILY,10278
0252G00203000000,252-G-203,211,WOODHAVEN DR,15228,167400,60100,Taxable,Regular,Residential,SINGLE FAMILY,9343
0252G00240000000,252-G-240,176,LONGUEVUE DR,15228,198300,70400,Taxable,Regular,Residential,SINGLE FAMILY,8986
0252G00224000100,252-G-224-1,0,LONGUEVUE DR,15228,0,700,Taxable,Regular,Residential,VACANT LAND,500
0252G00230000000,252-G-230,200,LONGUEVUE DR,15228,132900,70200,Taxable,Regular,Residential,SINGLE FAMILY,8612
0252G00250000000,252-G-250,191,LONGUEVUE DR,15228,225100,71200,Taxable,Regular,Residential,SINGLE FAMILY,10147
0252G00108000000,252-G-108,20,FOREST GLEN DR,15228,444100,110800,Taxable,Regular,Residential,SINGLE FAMILY,39640
0252G00180000000,252-G-180,0,WOODHAVEN DR,15228,0,800,Taxable,Corporation,Residential,VACANT LAND,579
0252G00197000000,252-G-197,197,WOODHAVEN DR,15228,154600,60400,Taxable,Regular,Residential,SINGLE FAMILY,9872
0252G00256000000,252-G-256,201,LONGUEVUE DR,15228,205400,70600,Taxable,Regular,Residential,SINGLE FAMILY,9163
0252G00160000000,252-G-160,244,WOODHAVEN DR,15228,123000,43300,Taxable,Regular,Residential,SINGLE FAMILY,11100
0252G00190000000,252-G-190,194,WOODHAVEN DR,15228,85000,73100,Taxable,Corporation,Residential,SINGLE FAMILY,11760
0252G00212000000,252-G-212,235,WOODHAVEN DR,15228,151500,50000,Taxable,Regular,Residential,SINGLE FAMILY,7561
0252G00252000000,252-G-252,195,LONGUEVUE DR,15228,194000,71000,Taxable,Regular,Residential,SINGLE FAMILY,9791
0252H00004000000,252-H-4,150,LONGUEVUE DR,15228,235500,72000,Taxable,Regular,Residential,SINGLE FAMILY,10920
0252G00166000000,252-G-166,230,WOODHAVEN DR,15228,148700,86300,Taxable,Regular,Residential,SINGLE FAMILY,21519
0252G00171000000,252-G-171,220,WOODHAVEN DR,15228,237600,76400,Taxable,Regular,Residential,SINGLE FAMILY,14172
0252F00052000000,252-F-52,175,MARKHAM DR,15228,100000,20000,Taxable,Regular,Residential,SINGLE FAMILY,7750
0252H00018000000,252-H-18,175,LONGUEVUE DR,15228,162800,75000,Taxable,Regular,Residential,SINGLE FAMILY,13136
0252H00008000000,252-H-8,160,LONGUEVUE DR,15228,131100,65000,Taxable,Regular,Residential,SINGLE FAMILY,10317
0252G00210000000,252-G-210,0,WOODHAVEN DR,15228,0,600,Taxable,Corporation,Residential,VACANT LAND,411
0252G00238000000,252-G-238,180,LONGUEVUE DR,15228,130800,70300,Taxable,Regular,Residential,SINGLE FAMILY,8827
0252G00242000000,252-G-242,170,LONGUEVUE DR,15228,133500,70700,Taxable,Regular,Residential,SINGLE FAMILY,9338
0252G00258000000,252-G-258,209,LONGUEVUE DR,15228,137100,70400,Taxable,Regular,Residential,SINGLE FAMILY,8997
0252G00262000000,252-G-262,215,LONGUEVUE DR,15228,95000,40000,Taxable,Regular,Residential,SINGLE FAMILY,12623
0252H00015000000,252-H-15,181,LONGUEVUE DR,15228,166200,73500,Taxable,Regular,Residential,SINGLE FAMILY,12019
0252H00022000000,252-H-22,171,LONGUEVUE DR,15228,321100,76600,Taxable,Regular,Residential,SINGLE FAMILY,14355
0252F00068000000,252-F-68,116,MCCONNELLS MILL LN,15228,247600,36300,Taxable,Regular,Residential,SINGLE FAMILY,10209
0252F00073000000,252-F-73,101,MCCONNELLS MILL LN,15228,322000,35500,Taxable,Regular,Residential,SINGLE FAMILY,9164
0252F00074000000,252-F-74,177,SENECA DR,15228,106700,45200,Taxable,Regular,Residential,SINGLE FAMILY,31267
0141S00060000000,141-S-60,336,QUESTEND AVE,15228,76700,35300,Taxable,Regular,Residential,SINGLE FAMILY,4800
0252F00056000000,252-F-56,0,SENECA DR,15228,0,1600,Exempt,Corporation,Government,TOWNSHIP GOVERNMENT,2000
0252F00072000000,252-F-72,105,MCCONNELLS MILL LN,15228,283100,36100,Taxable,Regular,Residential,SINGLE FAMILY,9912
0141S00089000000,141-S-89,338,BROADMOOR AVE,15228,92100,30000,Taxable,Regular,Residential,SINGLE FAMILY,4800
0252F00058000000,252-F-58,169,MARKHAM DR,15228,113700,29400,Taxable,Regular,Residential,SINGLE FAMILY,7750
0252F00062000000,252-F-62,163,MARKHAM DR,15228,156400,29400,Taxable,Regular,Residential,SINGLE FAMILY,7750
0252F00064000000,252-F-64,159,MARKHAM DR,15228,147000,34600,Taxable,Regular,Residential,SINGLE FAMILY,7750
0252F00086000000,252-F-86,180,SENECA DR,15228,124500,34200,Taxable,Regular,Residential,SINGLE FAMILY,6787
0142A00130000000,142-A-130,928,OLD HICKORY RD,15243,234700,51700,Taxable,Regular,Residential,SINGLE FAMILY,13366
0142A00110000000,142-A-110,729,PINOAK RD,15243,246600,60600,Taxable,Regular,Residential,SINGLE FAMILY,13212
0142A00116000000,142-A-116,737,PINOAK RD,15243,207000,59100,Taxable,Regular,Residential,SINGLE FAMILY,11900
0142A00119000000,142-A-119,741,PINOAK RD,15243,238700,59100,Taxable,Regular,Residential,SINGLE FAMILY,11900
0141S00344000000,141-S-344,340,BIRCH AVE,15228,72500,27700,Taxable,Regular,Residential,SINGLE FAMILY,6410
0142C00052000000,142-C-52,0,CARNEGIE DR,15243,0,2100,Taxable,Regular,Residential,VACANT LAND,7030
0142C00058000000,142-C-58,401,CARNEGIE DR,15243,125300,30600,Taxable,Regular,Residential,SINGLE FAMILY,11544
0141S00356000000,141-S-356,314,BIRCH AVE,15228,61400,28600,Taxable,Regular,Residential,SINGLE FAMILY,5750
0142A00136000000,142-A-136,754,PINOAK RD,15243,250200,59900,Taxable,Regular,Residential,SINGLE FAMILY,12600
0141S00355000000,141-S-355,314,BIRCH AVE,15228,1400,37200,Taxable,Regular,Residential,RES AUX BUILDING (NO HOUSE),14396
0142A00140000000,142-A-140,0,PINOAK RD,15243,0,37000,Taxable,Regular,Residential,VACANT LAND,12600
0142A00146000000,142-A-146,742,PINOAK RD,15243,358600,98200,Taxable,Regular,Residential,SINGLE FAMILY,49001
0142A00132000000,142-A-132,924,OLD HICKORY RD,15243,244700,52200,Taxable,Regular,Residential,SINGLE FAMILY,13868
0142A00138000000,142-A-138,750,PINOAK RD,15243,234600,59900,Taxable,Regular,Residential,SINGLE FAMILY,12600
0252F00187000000,252-F-187,0,SENECA DR,15228,0,2800,Taxable,Regular,Residential,VACANT LAND,3485
0252F00207000000,252-F-207,210,SENECA DR,15228,285100,35900,Taxable,Regular,Residential,SINGLE FAMILY,9667
0142A00161000000,142-A-161,804,FLINT RIDGE RD,15243,222600,74300,Taxable,Corporation,Residential,SINGLE FAMILY,25073
0142A00182000000,142-A-182,931,RUTH ST,15243,100900,46100,Taxable,Regular,Residential,SINGLE FAMILY,9903
0141S00086000000,141-S-86,345,QUESTEND AVE,15228,74700,28400,Taxable,Regular,Residential,SINGLE FAMILY,5171
0252F00070000000,252-F-70,113,MCCONNELLS MILL LN,15228,255800,34200,Taxable,Regular,Residential,SINGLE FAMILY,6628
0142A00158000000,142-A-158,0,PINOAK RD,15243,0,37000,Taxable,Regular,Residential,VACANT LAND,12180
0142A00164000000,142-A-164,816,FLINT RIDGE RD,15243,270600,69400,Taxable,Regular,Residential,SINGLE FAMILY,20848
0141S00082000000,141-S-82,339,QUESTEND AVE,15228,80400,28200,Taxable,Regular,Residential,SINGLE FAMILY,4800
0252F00044000000,252-F-44,209,SENECA DR,15228,203000,27400,Taxable,Regular,Residential,SINGLE FAMILY,6907
0252F00082000000,252-F-82,176,SENECA DR,15228,127400,36300,Taxable,Regular,Residential,SINGLE FAMILY,10239
0252F00186000000,252-F-186,186,SENECA DR,15228,132100,34300,Taxable,Regular,Residential,SINGLE FAMILY,6954
0252F00210000000,252-F-210,212,SENECA DR,15228,257400,33600,Taxable,Regular,Residential,SINGLE FAMILY,13082
0252F00060000000,252-F-60,167,MARKHAM DR,15228,100000,32000,Taxable,Regular,Residential,SINGLE FAMILY,7750
0252F00100000000,252-F-100,0,SENECA DR,15228,0,0,Taxable,Corporation,Residential,RETENTION POND - RESIDENTIAL,55321
0142A00172000000,142-A-172,943,RUTH ST,15243,165000,65000,Taxable,Regular,Residential,SINGLE FAMILY,11435
0142A00126000000,142-A-126,753,PINOAK RD,15243,227600,62400,Taxable,Regular,Residential,SINGLE FAMILY,14735
0142A00143000000,142-A-143,746,PINOAK RD,15243,220400,50800,Taxable,Regular,Residential,SINGLE FAMILY,12460
0142A00186000000,142-A-186,927,RUTH ST,15243,222200,57000,Taxable,Regular,Residential,SINGLE FAMILY,9902
0142A00194000000,142-A-194,919,RUTH ST,15243,178900,61300,Taxable,Regular,Residential,SINGLE FAMILY,13800
0142A00202000000,142-A-202,812,LINDA LN,15243,131000,47200,Taxable,Regular,Residential,SINGLE FAMILY,7200
0252F00350000200,252-F-350-2,337,OLD GILKESON RD,15228,84400,0,Taxable,Regular,Residential,CONDOMINIUM,1200
0142A00162000000,142-A-162,808,FLINT RIDGE RD,15243,120800,73900,Taxable,Regular,Residential,SINGLE FAMILY,24753
0252F00071000000,252-F-71,109,MCCONNELLS MILL LN,15228,438200,35700,Taxable,Regular,Residential,SINGLE FAMILY,9472
0252F00189000000,252-F-189,190,SENECA DR,15228,80100,34900,Taxable,Regular,Residential,SINGLE FAMILY,8450
0252F00195000000,252-F-195,198,SENECA DR,15228,199600,52400,Taxable,Regular,Residential,SINGLE FAMILY,7874
0252F00321000000,252-F-321,133,JAMES PL,15228,532100,235800,Taxable,Regular,Residential,SINGLE FAMILY,142441
0252G00016000000,252-G-16,246,INGLEWOOD DR,15228,107300,37700,Taxable,Regular,Residential,SINGLE FAMILY,12000
0142A00137000000,142-A-137,0,FLINT RIDGE RD,15243,0,43000,Taxable,Regular,Residential,VACANT LAND,12600
0142A00139000000,142-A-139,795,FLINT RIDGE RD,15243,236200,53700,Taxable,Regular,Residential,SINGLE FAMILY,15400
0142A00150000000,142-A-150,738,PINOAK RD,15243,200000,60000,Taxable,Regular,Residential,SINGLE FAMILY,12180
0142A00165000000,142-A-165,820,FLINT RIDGE RD,15243,262000,59800,Taxable,Corporation,Residential,SINGLE FAMILY,18223
0252F00050000000,252-F-50,0,MARKHAM DR,15228,0,2800,Taxable,Regular,Residential,VACANT LAND,3510
0252F00080000000,252-F-80,166,SENECA DR,15228,87100,33900,Taxable,Regular,Residential,SINGLE FAMILY,5986
0252F00201000000,252-F-201,204,SENECA DR,15228,285000,35300,Taxable,Regular,Residential,SINGLE FAMILY,8948
0252G00032000000,252-G-32,229,INGLEWOOD DR,15228,133200,35300,Taxable,Regular,Residential,SINGLE FAMILY,9000
0252G00041000000,252-G-41,247,INGLEWOOD DR,15228,168700,36700,Taxable,Regular,Residential,SINGLE FAMILY,10660
0252H00058000000,252-H-58,118,SEMINOLE DR,15228,78300,50000,Taxable,Regular,Residential,SINGLE FAMILY,7500
0252F00350000100,252-F-350-1,335,OLD GILKESON RD,15228,87000,0,Taxable,Regular,Residential,CONDOMINIUM,1200
0252F00352000000,252-F-352,349,OLD GILKESON RD,15228,71000,30000,Taxable,Regular,Residential,TWO FAMILY,24172
0252G00021000000,252-G-21,234,INGLEWOOD DR,15228,120400,29500,Taxable,Regular,Residential,SINGLE FAMILY,7980
0142A00174000000,142-A-174,939,RUTH ST,15243,198000,57000,Taxable,Regular,Residential,SINGLE FAMILY,9867
0142B00062000000,142-B-62,71,MOFFETT ST,15243,109700,45900,Taxable,Regular,Residential,SINGLE FAMILY,9351
0252F00224000000,252-F-224,306,INGLEWOOD DR,15228,187100,34900,Taxable,Regular,Residential,SINGLE FAMILY,16200
0252F00351000000,252-F-351,345,OLD GILKESON RD,15228,178600,39600,Taxable,Regular,Residential,SINGLE FAMILY,14358
0252G00006000000,252-G-6,264,INGLEWOOD DR,15228,137400,34900,Taxable,Regular,Residential,SINGLE FAMILY,16101
0252F00198000000,252-F-198,200,SENECA DR,15228,208900,35200,Taxable,Regular,Residential,SINGLE FAMILY,8813
0252F00213000000,252-F-213,216,SENECA DR,15228,222200,33400,Taxable,Regular,Residential,SINGLE FAMILY,13968
0252F00350000500,252-F-350-5,343,OLD GILKESON RD,15228,85700,0,Taxable,Regular,Residential,CONDOMINIUM,1200
0142A00154000000,142-A-154,734,PINOAK RD,15243,251800,63000,Taxable,Regular,Residential,SINGLE FAMILY,15236
0252F00350000300,252-F-350-3,339,OLD GILKESON RD,15228,75000,5000,Taxable,Regular,Residential,CONDOMINIUM,1200
0252F00350000400,252-F-350-4,341,OLD GILKESON RD,15228,84400,0,Taxable,Regular,Residential,CONDOMINIUM,1200
0252G00029000000,252-G-29,225,INGLEWOOD DR,15228,119200,37000,Taxable,Regular,Residential,SINGLE FAMILY,11097
0252G00035000000,252-G-35,241,INGLEWOOD DR,15228,220900,38200,Taxable,Regular,Residential,SINGLE FAMILY,12600
0252G00050000000,252-G-50,259,INGLEWOOD DR,15228,162200,36800,Taxable,Regular,Residential,SINGLE FAMILY,10800
0142B00085000000,142-B-85,50,MOFFETT ST,15243,2613800,320500,Exempt,Corporation,Commercial,NURSING HOME/PRIVATE HOS,140786
0142B00230000000,142-B-230,0,BOWER HILL RD,15243,2136700,261780,Taxable,Corporation,Commercial,CHARITABLE EXEMPTION/HOS/HOMES,230868
0252H00062000000,252-H-62,126,SEMINOLE DR,15228,97900,59000,Taxable,Regular,Residential,SINGLE FAMILY,7500
0252G00010000000,252-G-10,254,INGLEWOOD DR,15228,227900,37100,Taxable,Regular,Residential,SINGLE FAMILY,19400
0252G00038000000,252-G-38,243,INGLEWOOD DR,15228,133500,36500,Taxable,Regular,Residential,SINGLE FAMILY,10510
0252G00047000000,252-G-47,255,INGLEWOOD DR,15228,178000,36800,Taxable,Regular,Residential,SINGLE FAMILY,10800
0252H00060000000,252-H-60,122,SEMINOLE DR,15228,86000,59000,Taxable,Regular,Residential,SINGLE FAMILY,7500
0142A00122000000,142-A-122,745,PINOAK RD,15243,336100,59100,Taxable,Regular,Residential,SINGLE FAMILY,11900
0142A00218000000,142-A-218,820,LINDA LN,15243,103200,59600,Taxable,Regular,Residential,SINGLE FAMILY,12258
0142A00163000000,142-A-163,812,FLINT RIDGE RD,15243,242400,72400,Taxable,Regular,Residential,SINGLE FAMILY,23467
0142A00166000000,142-A-166,828,FLINT RIDGE RD,15243,352200,60300,Taxable,Regular,Residential,SINGLE FAMILY,12915
0142B00058000000,142-B-58,63,MOFFETT ST,15243,114300,45700,Taxable,Regular,Residential,SINGLE FAMILY,8880
0252H00052000000,252-H-52,100,SUNNYHILL DR,15228,147400,70000,Taxable,Regular,Residential,SINGLE FAMILY,8334
0252H00068000000,252-H-68,142,SEMINOLE DR,15228,80600,69400,Taxable,Regular,Residential,SINGLE FAMILY,7500
0252H00073000000,252-H-73,152,SEMINOLE DR,15228,120500,55500,Taxable,Regular,Residential,SINGLE FAMILY,7500
0252H00082000000,252-H-82,166,SEMINOLE DR,15228,71000,55500,Taxable,Corporation,Residential,SINGLE FAMILY,7500
0142B00056000000,142-B-56,59,MOFFETT ST,15243,145800,50600,Taxable,Regular,Residential,SINGLE FAMILY,8644
0252G00019000000,252-G-19,240,INGLEWOOD DR,15228,150700,29500,Taxable,Regular,Residential,SINGLE FAMILY,7980
0252H00050000000,252-H-50,110,SUNNYHILL DR,15228,125800,70400,Taxable,Regular,Residential,SINGLE FAMILY,8906
0142B00066000000,142-B-66,79,MOFFETT ST,15243,84100,40500,Taxable,Corporation,Residential,SINGLE FAMILY,9202
0252G00053000000,252-G-53,265,INGLEWOOD DR,15228,142400,36800,Taxable,Regular,Residential,SINGLE FAMILY,10800
0252H00042000000,252-H-42,145,LONGUEVUE DR,15228,143300,78900,Taxable,Regular,Residential,SINGLE FAMILY,16042
0142A00178000000,142-A-178,935,RUTH ST,15243,149900,56700,Taxable,Regular,Residential,SINGLE FAMILY,9457
0142A00210000000,142-A-210,816,LINDA LN,15243,82000,58000,Taxable,Regular,Residential,SINGLE FAMILY,11288
0142B00054000000,142-B-54,55,MOFFETT ST,15243,124900,51000,Taxable,Regular,Residential,SINGLE FAMILY,9310
0142C00022000000,142-C-22,410,CARNEGIE DR,15243,82200,31200,Taxable,Regular,Residential,SINGLE FAMILY,6943
0142C00028000000,142-C-28,424,CARNEGIE DR,15243,97400,25300,Taxable,Regular,Residential,SINGLE FAMILY,7560
0252G00183000000,252-G-183,210,WOODHAVEN DR,15228,0,1300,Taxable,Regular,Residential,VACANT LAND,967
0252G00224000000,252-G-224,210,LONGUEVUE DR,15228,156600,101400,Taxable,Regular,Residential,SINGLE FAMILY,32714
0252G00244000000,252-G-244,166,LONGUEVUE DR,15228,189200,71200,Taxable,Regular,Residential,SINGLE FAMILY,10144
0142C00008000000,142-C-8,407,DUQUESNE DR,15243,57000,23000,Taxable,Regular,Residential,SINGLE FAMILY,6750
0142C00030000000,142-C-30,430,CARNEGIE DR,15243,119800,25100,Taxable,Regular,Residential,SINGLE FAMILY,7155
0252G00260000000,252-G-260,213,LONGUEVUE DR,15228,143000,70100,Taxable,Regular,Residential,SINGLE FAMILY,8580
0252H00012000000,252-H-12,185,LONGUEVUE DR,15228,193600,72400,Taxable,Regular,Residential,SINGLE FAMILY,11247
0252H00064000000,252-H-64,130,SEMINOLE DR,15228,121600,38000,Taxable,Regular,Residential,SINGLE FAMILY,7500
0252H00088000000,252-H-88,178,SEMINOLE DR,15228,70700,59700,Taxable,Regular,Residential,SINGLE FAMILY,8784
0252H00104000000,252-H-104,23,IROQUOIS DR,15228,102700,44300,Taxable,Regular,Residential,SINGLE FAMILY,7250
0142C00046000000,142-C-46,425,CARNEGIE DR,15243,113900,32100,Taxable,Regular,Residential,SINGLE FAMILY,8400
0142C00050000000,142-C-50,417,CARNEGIE DR,15243,76200,32600,Taxable,Regular,Residential,SINGLE FAMILY,9216
0142C00004000000,142-C-4,400,DUQUESNE DR,15243,74300,27800,Taxable,Regular,Residential,SINGLE FAMILY,6401
0142C00020000000,142-C-20,400,CARNEGIE DR,15243,70500,32500,Taxable,Regular,Residential,SINGLE FAMILY,9135
0142C00078000000,142-C-78,416,SERPENTINE DR,15243,75400,26000,Taxable,Regular,Residential,SINGLE FAMILY,6000
0142C00080000000,142-C-80,418,SERPENTINE DR,15243,95800,29100,Taxable,Regular,Residential,SINGLE FAMILY,12000
0142C00105000000,142-C-105,473,SERPENTINE DR,15243,74800,28800,Taxable,Regular,Residential,TWO FAMILY,4500
0252G00008000000,252-G-8,260,INGLEWOOD DR,15228,146600,35600,Taxable,Regular,Residential,SINGLE FAMILY,17119
0252G00013000000,252-G-13,250,INGLEWOOD DR,15228,130800,35000,Taxable,Regular,Residential,SINGLE FAMILY,16296
0252G00026000000,252-G-26,223,INGLEWOOD DR,15228,144700,38400,Taxable,Regular,Residential,SINGLE FAMILY,12826
0142B00064000000,142-B-64,75,MOFFETT ST,15243,117900,51100,Taxable,Regular,Residential,SINGLE FAMILY,9585
0142C00010000000,142-C-10,403,DUQUESNE DR,15243,66500,26400,Taxable,Regular,Residential,SINGLE FAMILY,6750
0142C00038000000,142-C-38,439,CARNEGIE DR,15243,104700,31200,Taxable,Regular,Residential,SINGLE FAMILY,6904
0142C00112000000,142-C-112,327,ALTOONA PL,15228,49800,25800,Taxable,Regular,Residential,ROWHOUSE,2880
0142C00048000000,142-C-48,423,CARNEGIE DR,15243,117300,32300,Taxable,Regular,Residential,SINGLE FAMILY,8820
0142C00054000000,142-C-54,411,CARNEGIE DR,15243,177800,23700,Taxable,Regular,Residential,SINGLE FAMILY,9750
0142C00084000000,142-C-84,430,SERPENTINE DR,15243,86300,26000,Taxable,Regular,Residential,SINGLE FAMILY,6000
0142C00026000000,142-C-26,420,CARNEGIE DR,15243,83600,26800,Taxable,Regular,Residential,SINGLE FAMILY,7560
0142C00056000000,142-C-56,0,CARNEGIE DR,15243,0,3000,Taxable,Regular,Residential,VACANT LAND,10050
0142C00072000000,142-C-72,400,SERPENTINE DR,15243,99900,30300,Taxable,Regular,Residential,SINGLE FAMILY,11040
0142C00024000000,142-C-24,416,CARNEGIE DR,15243,74300,31700,Taxable,Regular,Residential,SINGLE FAMILY,7783
0142C00086000000,142-C-86,434,SERPENTINE DR,15243,104500,26000,Taxable,Regular,Residential,SINGLE FAMILY,6000
0142A00214000000,142-A-214,818,LINDA LN,15243,189900,60100,Taxable,Regular,Residential,SINGLE FAMILY,12704
0142B00275000000,142-B-275,0,BOWER HILL RD,15243,5371300,1014900,Exempt,Corporation,Other,CHARITABLE EXEMPTION/HOS/HOMES,167488
0142C00044000000,142-C-44,429,CARNEGIE DR,15243,82600,31800,Taxable,Corporation,Residential,SINGLE FAMILY,8000
0142C00032000000,142-C-32,434,CARNEGIE DR,15243,71300,25100,Taxable,Regular,Residential,SINGLE FAMILY,7155
0252F00087000000,252-F-87,0,SENECA DR,15228,0,2800,Taxable,Regular,Residential,VACANT LAND,3485
0252F00162000000,252-F-162,112,MCCONNELLS MILL LN,15228,277700,36600,Taxable,Regular,Residential,SINGLE FAMILY,10598
0252F00192000000,252-F-192,196,SENECA DR,15228,228400,35900,Taxable,Regular,Residential,SINGLE FAMILY,9750
0252H00054000000,252-H-54,114,SUNNYHILL DR,15228,173700,71100,Taxable,Regular,Residential,SINGLE FAMILY,9988
0252H00078000000,252-H-78,158,SEMINOLE DR,15228,97300,55500,Taxable,Regular,Residential,SINGLE FAMILY,7500
0252H00080000000,252-H-80,160,SEMINOLE DR,15228,74700,55500,Taxable,Regular,Residential,SINGLE FAMILY,7500
0252H00148000000,252-H-148,142,MOHAWK DR,15228,79500,68900,Taxable,Regular,Residential,SINGLE FAMILY,6750
0252H00152000000,252-H-152,146,MOHAWK DR,15228,98200,71500,Taxable,Regular,Residential,SINGLE FAMILY,10500
0252H00098000000,252-H-98,24,IROQUOIS DR,15228,56000,57900,Taxable,Regular,Residential,SINGLE FAMILY,5778
0252H00126000000,252-H-126,119,SEMINOLE DR,15228,80500,68500,Taxable,Regular,Residential,SINGLE FAMILY,6185
0252H00076000000,252-H-76,156,SEMINOLE DR,15228,134900,55500,Taxable,Regular,Residential,SINGLE FAMILY,7500
0252H00108000000,252-H-108,15,IROQUOIS DR,15228,78400,69200,Taxable,Regular,Residential,SINGLE FAMILY,7250
0252H00146000000,252-H-146,138,MOHAWK DR,15228,84600,68400,Taxable,Regular,Residential,SINGLE FAMILY,6067
0252H00181000000,252-H-181,23,CHEROKEE PL,15228,173000,60000,Taxable,Regular,Residential,SINGLE FAMILY,9185
